Office of Field Operations - Innovation and Strategy Directorate - Data Analysis and Reporting,,,,,,,,,,,,,,
"OFO Inadmissible Case By Case  April 1, 2025 to April 30, 2025",,,,,,,,,,,,,,
Event Created Datetime,Field Office Name,Citizenship Country Name,Age at Event Creation Time,UAC Indicator (Derived),FMUA Indicator (Derived),Cred Fear Indicator (Derived),Marital Status Name,Gender,Entry Status,Event Reason,Disposition Name,I216 Custody Transfer To (Agency),Custody Date/Time Out (Latest),Event Subject Count
04/25/2025 11:58:12,MIAMI,INDIA,25,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 11:50:00,1
04/25/2025 11:58:18,BOSTON,MYANMAR (BURMA),30,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 09:47:00,1
04/25/2025 11:59:28,MIAMI,JAMAICA,30,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 11:16:00,1
04/25/2025 12:00:09,BOSTON,MYANMAR (BURMA),52,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 09:46:00,1
04/25/2025 12:01:55,TUCSON,MEXICO,29,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 12:34:00,1
04/25/2025 12:04:18,BOSTON,MYANMAR (BURMA),37,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 09:45:00,1
04/25/2025 12:08:52,PRECLEARANCE,CANADA,28,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WITHDRAWAL (WD),,,1
04/25/2025 12:10:32,DETROIT,CANADA,39,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/25/2025 14:36:00,1
04/25/2025 12:12:24,SAN DIEGO,MEXICO,21,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 14:59:00,1
04/25/2025 12:21:29,SEATTLE,PHILIPPINES,43,,YES,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:56:00,1
04/25/2025 12:21:30,SEATTLE,PHILIPPINES,8,,YES,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:56:00,1
04/25/2025 12:21:31,SEATTLE,PHILIPPINES,38,,YES,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:56:00,1
04/25/2025 12:21:32,SEATTLE,PHILIPPINES,20,,YES,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:56:00,1
04/25/2025 12:23:46,BUFFALO,ETHIOPIA,26,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:08:00,1
04/25/2025 12:24:34,HOUSTON,PHILIPPINES,33,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:25:04,BUFFALO,CANADA,24,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:38:00,1
04/25/2025 12:25:31,SEATTLE,CHINA,38,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 12:53:00,1
04/25/2025 12:27:34,SEATTLE,CANADA,72,,NO,NO,DIVORCED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/25/2025 12:49:00,1
04/25/2025 12:27:48,SEATTLE,CANADA,58,,NO,NO,MARRIED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/25/2025 15:47:00,1
04/25/2025 12:28:10,LAREDO,MEXICO,30,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/25/2025 13:39:00,1
04/25/2025 12:30:50,HOUSTON,RUSSIA,41,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:31:03,BUFFALO,GERMANY,46,,NO,NO,SEPARATED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:03:00,1
04/25/2025 12:32:13,SEATTLE,CANADA,55,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/25/2025 14:01:00,1
04/25/2025 12:35:38,SEATTLE,NIGERIA,42,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 12:50:00,1
04/25/2025 12:37:51,PRECLEARANCE,CANADA,45,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/25/2025 12:39:51,MIAMI,PHILIPPINES,44,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DT)-PORT OF ENTRY,,04/25/2025 13:33:00,1
04/25/2025 12:40:11,SAN DIEGO,SOUTH KOREA,52,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 14:48:00,1
04/25/2025 12:41:42,SEATTLE,CANADA,71,,NO,NO,DIVORCED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/25/2025 13:36:00,1
04/25/2025 12:43:12,SEATTLE,CANADA,37,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/25/2025 13:21:00,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),21,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),23,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),29,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),30,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),31,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),32,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),33,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),35,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),36,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),38,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),41,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),49,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),51,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:43:52,LOS ANGELES,MYANMAR (BURMA),54,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:44:03,PRECLEARANCE,CANADA,64,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/25/2025 12:44:08,MIAMI,ITALY,46,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/25/2025 22:56:00,1
04/25/2025 12:46:12,BOSTON,NETHERLANDS,29,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:05:00,1
04/25/2025 12:49:15,PRECLEARANCE,CANADA,22,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/25/2025 12:55:34,BUFFALO,CANADA,50,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:36:00,1
04/25/2025 12:56:25,DETROIT,INDIA,72,,NO,NO,WIDOWED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:56:00,1
04/25/2025 12:56:26,SAN JUAN,INDIA,37,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 12:56:37,EL PASO,MEXICO,42,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/25/2025 16:15:00,1
04/25/2025 12:59:16,EL PASO,MEXICO,37,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/25/2025 16:28:00,1
04/25/2025 13:01:16,BUFFALO,CANADA,24,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 13:20:00,1
04/25/2025 13:03:14,ATLANTA,SOUTH KOREA,50,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,VISA WAIVER PROGRAM (VWP) - REFUSAL,RETURN TO FOREIGN,04/25/2025 23:55:00,1
04/25/2025 13:04:43,PORTLAND,MEXICO,49,,NO,NO,SINGLE,M - MALE,LAWFUL PERMANENT RESIDENT,ADMINISTRATIVE CRIMINAL ALIEN,NOTICE TO APPEAR (NTA),,,1
04/25/2025 13:05:31,MIAMI,INDONESIA,31,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DT)-PORT OF ENTRY,,04/25/2025 13:24:00,1
04/25/2025 13:06:10,PRECLEARANCE,INDIA,21,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,28,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,30,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,33,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,34,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,35,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,36,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,37,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/25/2025 13:10:28,HOUSTON,TURKIYE,39,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,3
04/25/2025 13:10:28,HOUSTON,TURKIYE,46,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,48,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,3
04/25/2025 13:10:28,HOUSTON,TURKIYE,55,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,57,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:10:28,HOUSTON,TURKIYE,58,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/25/2025 13:10:28,HOUSTON,TURKIYE,59,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:11:29,SAN DIEGO,MEXICO,38,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/25/2025 13:36:00,1
04/25/2025 13:13:40,SAN DIEGO,MEXICO,35,,NO,NO,DIVORCED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 15:03:00,1
04/25/2025 13:15:12,HOUSTON,INDIA,27,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:15:12,HOUSTON,PHILIPPINES,35,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:15:12,HOUSTON,PHILIPPINES,44,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,2
04/25/2025 13:15:12,HOUSTON,RUSSIA,28,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:17:10,SEATTLE,CANADA,37,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE CRIMINAL ALIEN,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/25/2025 13:45:00,1
04/25/2025 13:17:51,PRECLEARANCE,CANADA,37,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/25/2025 13:18:05,SAN FRANCISCO,MEXICO,29,,NO,NO,MARRIED,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/28/2025 12:52:00,1
04/25/2025 13:19:32,LOS ANGELES,SOUTH AFRICA,28,,NO,NO,,F - FEMALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 13:17:00,1
04/25/2025 13:19:33,LOS ANGELES,INDIA,36,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 13:14:00,1
04/25/2025 13:19:34,LOS ANGELES,PHILIPPINES,28,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 13:17:00,1
04/25/2025 13:19:35,LOS ANGELES,SOUTH AFRICA,37,,NO,NO,,F - FEMALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 13:16:00,1
04/25/2025 13:19:36,LOS ANGELES,INDONESIA,26,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 12:59:00,1
04/25/2025 13:19:36,LOS ANGELES,PHILIPPINES,35,,NO,NO,,F - FEMALE,UNITED STATES CITIZEN,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 13:17:00,1
04/25/2025 13:19:37,LOS ANGELES,INDIA,27,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 13:09:00,1
04/25/2025 13:22:39,NEW ORLEANS,PHILIPPINES,53,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 10:55:00,1
04/25/2025 13:23:13,SAN DIEGO,EL SALVADOR,46,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DA)-ADVANCE PAROLE,,04/25/2025 16:17:00,1
04/25/2025 13:27:29,SAN DIEGO,MEXICO,26,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE ALIEN SMUGGLING,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 20:39:34,1
04/25/2025 13:27:30,SAN DIEGO,MEXICO,21,,NO,NO,SINGLE,M - MALE,INTERCEPTED ATTEMPTING TO EWI AT POE,ADMINISTRATIVE ALIEN SMUGGLING,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/25/2025 22:30:00,1
04/25/2025 13:27:30,SAN DIEGO,MEXICO,50,,NO,NO,MARRIED,M - MALE,INTERCEPTED ATTEMPTING TO EWI AT POE,ADMINISTRATIVE ALIEN SMUGGLING,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/25/2025 20:39:34,1
04/25/2025 13:29:01,PRECLEARANCE,CANADA,38,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/25/2025 13:29:30,BALTIMORE,PHILIPPINES,32,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,PAROLED-(DT)-PORT OF ENTRY,,04/30/2025 06:54:00,1
04/25/2025 13:30:23,LOS ANGELES,BOSNIA AND HERZEGOVINA,36,,NO,NO,,F - FEMALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREW MEMBER REFUSED LANDING RIGHTS (DXR),,04/25/2025 13:21:00,1
04/25/2025 13:30:30,LAREDO,MEXICO,23,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/29/2025 14:48:00,1
04/25/2025 13:30:34,HOUSTON,INDIA,34,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/26/2025 13:12:00,1
04/25/2025 13:32:22,PRECLEARANCE,CANADA,40,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WITHDRAWAL (WD),,,1
04/25/2025 13:37:07,BUFFALO,PAKISTAN,23,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 14:28:00,1
04/25/2025 13:37:09,MIAMI,COLOMBIA,41,,NO,NO,SINGLE,F - FEMALE,OTHER APPLICANT FOR ADMISSION,IMMIGRATION ADVERSE ACTION,EXPEDITED REMOVAL (ER),RETURN TO FOREIGN,04/26/2025 10:29:00,1
04/25/2025 13:43:02,SAN FRANCISCO,CHINA,28,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/26/2025 04:12:00,1
04/25/2025 13:43:07,SAN JUAN,DOMINICAN REPUBLIC,62,,NO,NO,DIVORCED,M - MALE,NO DOCUMENTS,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,VOLUNTARY RETURN,RETURN TO FOREIGN,04/25/2025 16:16:00,1
04/25/2025 13:47:40,BOSTON,CANADA,24,,NO,NO,SINGLE,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 15:00:00,1
04/25/2025 13:47:58,SAN DIEGO,MEXICO,39,,NO,NO,,F - FEMALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF ER,RETURN TO FOREIGN,04/25/2025 14:45:00,1
04/25/2025 13:49:43,SEATTLE,CANADA,28,,NO,NO,,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/25/2025 17:15:00,1
04/25/2025 13:50:46,LAREDO,MEXICO,70,,NO,NO,MARRIED,M - MALE,OTHER APPLICANT FOR ADMISSION,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,WD IN LIEU OF NTA,RETURN TO FOREIGN,04/25/2025 22:41:00,1
04/25/2025 13:58:21,HOUSTON,INDIA,24,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:58:21,HOUSTON,INDIA,27,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:58:21,HOUSTON,INDIA,28,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
04/25/2025 13:58:21,HOUSTON,INDIA,29,,NO,NO,,M - MALE,CREW - WORKING,ADMINISTRATIVE NON-CRIMINAL INDIVIDUAL,CREWMEMBER DETAINED ON BOARD,,,1
